36.0,50.0,2.0,66.0,28.0,32.0,38.0,20.0,28.0,300.6440567896188
95.0,72.0,42.0,86.0,72.0,41.0,79.0,82.0,45.0,613.3522811328043
82.0,30.0,93.0,69.0,65.0,33.0,25.0,40.0,77.0,514.592066936618
17.0,60.0,34.0,14.0,55.0,53.0,5.0,72.0,34.0,345.73721922946413
15.0,43.0,19.0,71.0,58.0,78.0,80.0,16.0,40.0,421.5558564457022
16.0,98.0,55.0,87.0,55.0,29.0,24.0,66.0,35.0,465.0670056732929
76.0,6.0,67.0,90.0,66.0,12.0,53.0,87.0,76.0,533.4950463261907
84.0,90.0,88.0,39.0,33.0,96.0,97.0,72.0,88.0,686.173451369339
60.0,35.0,64.0,63.0,91.0,23.0,32.0,51.0,57.0,479.5987745331639
72.0,95.0,27.0,9.0,84.0,16.0,22.0,37.0,58.0,420.9475619418906
79.0,27.0,89.0,79.0,100.0,8.0,1.0,55.0,73.0,513.3256680788799
50.0,93.0,2.0,79.0,25.0,89.0,85.0,63.0,50.0,535.7468642445142
100.0,34.0,34.0,52.0,0.0,52.0,89.0,45.0,22.0,428.94979358028104
20.0,48.0,1.0,62.0,3.0,97.0,64.0,80.0,61.0,435.3827093657256
0.0,63.0,62.0,50.0,29.0,88.0,46.0,25.0,61.0,424.20163230850255
33.0,86.0,67.0,13.0,87.0,95.0,21.0,37.0,23.0,462.93199793187415
12.0,68.0,83.0,27.0,36.0,70.0,89.0,31.0,85.0,501.8693171404283
96.0,80.0,54.0,99.0,69.0,73.0,83.0,28.0,96.0,679.8545386011407
1.0,88.0,79.0,17.0,57.0,20.0,41.0,1.0,11.0,316.5510206235662
24.0,77.0,55.0,74.0,4.0,30.0,40.0,86.0,2.0,392.91072813302054
43.0,38.0,65.0,92.0,4.0,22.0,21.0,70.0,8.0,364.58327384718297
51.0,39.0,86.0,83.0,81.0,24.0,97.0,15.0,92.0,569.8066586334011
80.0,66.0,54.0,11.0,62.0,68.0,55.0,54.0,6.0,456.4493742429755
50.0,26.0,79.0,4.0,98.0,34.0,82.0,23.0,6.0,402.85812999295985
69.0,4.0,10.0,53.0,5.0,34.0,71.0,87.0,56.0,388.74489175837783
49.0,3.0,92.0,40.0,96.0,62.0,75.0,89.0,34.0,541.2891009760707
97.0,22.0,38.0,52.0,7.0,94.0,65.0,19.0,14.0,406.52315077257754
16.0,69.0,84.0,84.0,10.0,44.0,95.0,42.0,43.0,488.9333860190917
78.0,69.0,99.0,97.0,72.0,62.0,69.0,36.0,53.0,636.7312245507964
55.0,25.0,40.0,92.0,49.0,11.0,47.0,52.0,93.0,466.5143432603081
93.0,11.0,44.0,30.0,3.0,88.0,69.0,89.0,16.0,442.3415695941179
84.0,92.0,71.0,86.0,94.0,30.0,80.0,59.0,68.0,664.4667645167989
81.0,45.0,2.0,16.0,35.0,20.0,99.0,69.0,37.0,406.86871276250037
91.0,37.0,89.0,9.0,89.0,32.0,11.0,44.0,33.0,435.4549967291318
89.0,65.0,95.0,86.0,0.0,49.0,61.0,46.0,61.0,551.934063800508
44.0,83.0,27.0,70.0,43.0,70.0,14.0,48.0,61.0,460.3927827747755
13.0,10.0,7.0,57.0,84.0,36.0,6.0,35.0,39.0,288.790081056132
19.0,88.0,53.0,75.0,38.0,100.0,10.0,59.0,39.0,481.82851487460005
39.0,32.0,30.0,30.0,45.0,23.0,80.0,2.0,6.0,286.79852266093144
22.0,9.0,18.0,53.0,20.0,74.0,8.0,58.0,31.0,293.4732102369191
3.0,66.0,13.0,28.0,19.0,36.0,43.0,41.0,6.0,255.38871234772708
98.0,43.0,35.0,4.0,16.0,61.0,66.0,16.0,51.0,391.33798812505955
3.0,97.0,51.0,20.0,22.0,29.0,1.0,39.0,6.0,269.4553651114534
40.0,48.0,86.0,12.0,49.0,55.0,73.0,84.0,39.0,487.3441043323913
10.0,22.0,74.0,93.0,12.0,3.0,49.0,92.0,76.0,430.8335159988845
61.0,58.0,58.0,72.0,84.0,82.0,45.0,47.0,25.0,532.8819958307346
57.0,47.0,37.0,38.0,61.0,15.0,19.0,43.0,56.0,373.777888401642
2.0,26.0,51.0,58.0,81.0,72.0,40.0,64.0,94.0,486.89051195992016
50.0,71.0,28.0,97.0,16.0,82.0,80.0,17.0,4.0,446.9885018605297
82.0,46.0,62.0,40.0,86.0,42.0,22.0,75.0,22.0,477.20037831739256
67.0,28.0,31.0,29.0,87.0,19.0,84.0,14.0,10.0,371.30327160207815
76.0,40.0,7.0,75.0,32.0,1.0,29.0,67.0,35.0,361.7609864032868
35.0,12.0,38.0,29.0,85.0,78.0,100.0,91.0,71.0,538.1494369407134
100.0,53.0,93.0,68.0,26.0,33.0,84.0,71.0,23.0,551.7814116545904
76.0,81.0,14.0,26.0,54.0,4.0,81.0,76.0,55.0,466.7812064409141
5.0,31.0,43.0,83.0,71.0,50.0,7.0,7.0,50.0,348.2149971731994
26.0,67.0,75.0,72.0,89.0,65.0,80.0,85.0,33.0,594.2731203797894
4.0,28.0,14.0,70.0,60.0,2.0,36.0,46.0,7.0,266.2130212801879
40.0,38.0,94.0,62.0,63.0,14.0,84.0,63.0,93.0,553.8752918837757
50.0,25.0,51.0,31.0,2.0,14.0,80.0,89.0,66.0,410.09065953294885
83.0,3.0,8.0,97.0,16.0,85.0,34.0,21.0,88.0,434.2004675339134
97.0,44.0,77.0,57.0,94.0,46.0,52.0,69.0,3.0,540.2405823693249
2.0,26.0,52.0,79.0,67.0,80.0,37.0,80.0,27.0,452.5218771428369
64.0,26.0,56.0,90.0,98.0,47.0,81.0,2.0,22.0,485.85455356306323
32.0,75.0,21.0,90.0,87.0,35.0,45.0,16.0,53.0,454.39352434621213
35.0,67.0,79.0,99.0,63.0,72.0,57.0,73.0,34.0,580.991878526952
92.0,78.0,90.0,62.0,66.0,46.0,99.0,40.0,89.0,662.1907533239279
72.0,12.0,22.0,18.0,67.0,4.0,95.0,72.0,98.0,460.5344397424992
78.0,46.0,90.0,79.0,10.0,17.0,36.0,15.0,61.0,433.66654224057214
50.0,2.0,70.0,31.0,88.0,84.0,30.0,53.0,18.0,425.0125911516052
23.0,48.0,52.0,6.0,70.0,4.0,29.0,69.0,46.0,349.06335713094836
26.0,19.0,47.0,44.0,36.0,60.0,58.0,47.0,42.0,378.2917286121739
11.0,86.0,1.0,92.0,27.0,24.0,15.0,18.0,82.0,355.67399215446443
60.0,42.0,26.0,51.0,98.0,42.0,10.0,70.0,6.0,406.8919183767794
23.0,61.0,71.0,68.0,13.0,21.0,76.0,9.0,30.0,372.73954251999174
10.0,40.0,35.0,43.0,52.0,60.0,69.0,14.0,45.0,368.07933377999154
65.0,28.0,33.0,0.0,17.0,98.0,18.0,7.0,23.0,289.9782495704312
3.0,2.0,83.0,58.0,73.0,45.0,27.0,88.0,36.0,414.6214984746082
35.0,19.0,33.0,81.0,91.0,14.0,68.0,55.0,96.0,494.45546752647374
78.0,14.0,39.0,74.0,69.0,53.0,49.0,29.0,10.0,415.3109515514877
9.0,82.0,5.0,31.0,81.0,3.0,10.0,77.0,16.0,315.89368723641616
14.0,78.0,88.0,69.0,66.0,50.0,5.0,68.0,68.0,506.2881029062436
89.0,44.0,17.0,13.0,30.0,28.0,57.0,88.0,98.0,463.51111620565575
87.0,0.0,86.0,20.0,35.0,48.0,1.0,49.0,19.0,346.74823542220935
72.0,35.0,82.0,61.0,60.0,90.0,1.0,52.0,8.0,462.5814689909472
77.0,59.0,40.0,13.0,62.0,12.0,91.0,0.0,40.0,395.794569668321
80.0,67.0,65.0,41.0,91.0,22.0,42.0,54.0,58.0,520.3717573257961
51.0,13.0,57.0,84.0,51.0,35.0,24.0,55.0,78.0,447.59170267018663
76.0,12.0,92.0,63.0,81.0,62.0,77.0,48.0,28.0,537.953519803956
45.0,67.0,56.0,94.0,7.0,11.0,25.0,10.0,80.0,396.99470455031434
32.0,67.0,7.0,20.0,76.0,37.0,23.0,89.0,71.0,422.8364522583362
7.0,47.0,76.0,21.0,63.0,78.0,83.0,27.0,88.0,493.66725230284806
33.0,74.0,38.0,96.0,91.0,38.0,18.0,61.0,51.0,503.4814607584223
85.0,39.0,12.0,92.0,61.0,15.0,96.0,61.0,41.0,502.97628034937895
98.0,69.0,59.0,21.0,93.0,98.0,35.0,93.0,41.0,608.584782524496
95.0,83.0,6.0,15.0,20.0,6.0,52.0,87.0,97.0,463.73592411420907
80.0,44.0,91.0,85.0,57.0,2.0,79.0,5.0,95.0,540.492516068731
21.0,34.0,71.0,2.0,100.0,23.0,51.0,20.0,59.0,381.2341898410241
83.0,58.0,74.0,77.0,83.0,75.0,87.0,53.0,60.0,652.014778137769
84.0,10.0,13.0,36.0,68.0,16.0,80.0,12.0,57.0,377.05804439377505
6.0,87.0,4.0,96.0,78.0,54.0,62.0,37.0,85.0,509.093332666921
9.0,9.0,88.0,99.0,5.0,88.0,72.0,41.0,81.0,492.33169461268466
89.0,41.0,20.0,28.0,95.0,46.0,62.0,7.0,37.0,427.70349106628817
57.0,20.0,41.0,100.0,14.0,6.0,25.0,41.0,29.0,335.6722815322993
21.0,96.0,70.0,23.0,3.0,62.0,88.0,35.0,40.0,440.3147904796488
91.0,57.0,46.0,43.0,98.0,10.0,37.0,97.0,49.0,529.380513219316
85.0,96.0,52.0,2.0,37.0,68.0,67.0,64.0,55.0,527.3348489431444
82.0,9.0,28.0,95.0,45.0,56.0,4.0,79.0,72.0,470.49053340863776
71.0,28.0,6.0,53.0,54.0,80.0,56.0,72.0,61.0,481.9233984646105
31.0,22.0,4.0,62.0,94.0,53.0,57.0,45.0,98.0,468.93029523202983
89.0,22.0,7.0,29.0,16.0,5.0,17.0,5.0,86.0,277.8025544425233
64.0,92.0,51.0,30.0,37.0,89.0,86.0,75.0,34.0,558.5553908829264
15.0,64.0,21.0,49.0,90.0,64.0,66.0,52.0,70.0,492.9059324882829
45.0,95.0,68.0,9.0,41.0,11.0,12.0,33.0,81.0,396.0683725700608
86.0,6.0,56.0,40.0,8.0,50.0,19.0,45.0,39.0,350.8619436084326
22.0,2.0,89.0,56.0,83.0,74.0,92.0,70.0,79.0,569.8274356123966
76.0,33.0,72.0,39.0,91.0,19.0,73.0,85.0,97.0,586.8668369305616
67.0,50.0,51.0,44.0,68.0,68.0,76.0,50.0,1.0,475.56744461813906
63.0,96.0,69.0,1.0,71.0,31.0,91.0,69.0,81.0,572.530375975579
96.0,63.0,33.0,57.0,99.0,47.0,37.0,85.0,80.0,599.8542611174665
97.0,100.0,8.0,85.0,47.0,69.0,44.0,12.0,15.0,478.04920454269114
86.0,97.0,21.0,54.0,35.0,32.0,98.0,70.0,11.0,505.97788435429857
25.0,47.0,77.0,66.0,53.0,23.0,25.0,59.0,28.0,404.51485777721985
19.0,90.0,89.0,20.0,0.0,93.0,25.0,93.0,14.0,443.76626876332756
41.0,75.0,21.0,46.0,38.0,1.0,41.0,57.0,86.0,407.03979587173086
58.0,98.0,56.0,28.0,34.0,1.0,7.0,98.0,1.0,382.23002473269975
68.0,77.0,57.0,5.0,62.0,33.0,55.0,93.0,36.0,486.80033353273325
8.0,83.0,59.0,100.0,53.0,96.0,93.0,76.0,80.0,651.9181845636583
30.0,10.0,59.0,65.0,16.0,44.0,69.0,36.0,6.0,335.6155207087361
83.0,61.0,88.0,82.0,33.0,35.0,23.0,8.0,48.0,463.17853203654727
17.0,45.0,63.0,46.0,88.0,89.0,81.0,100.0,52.0,581.5850012687459
56.0,6.0,99.0,13.0,84.0,90.0,55.0,68.0,72.0,545.9631957631217
60.0,45.0,61.0,84.0,59.0,99.0,64.0,54.0,49.0,573.0556861835519
83.0,25.0,35.0,82.0,99.0,99.0,68.0,96.0,4.0,592.0510603488532
26.0,57.0,10.0,32.0,40.0,0.0,84.0,60.0,18.0,328.8518238855919
48.0,42.0,94.0,44.0,24.0,45.0,12.0,30.0,46.0,387.3572074368646
56.0,5.0,32.0,11.0,13.0,71.0,64.0,49.0,93.0,396.7829815488729
25.0,60.0,72.0,38.0,23.0,93.0,59.0,38.0,91.0,500.1015598614532
48.0,16.0,91.0,67.0,65.0,19.0,40.0,85.0,100.0,531.1844274725383
24.0,21.0,13.0,95.0,8.0,88.0,74.0,35.0,4.0,364.33765204811897
77.0,50.0,80.0,1.0,1.0,24.0,67.0,18.0,87.0,404.9457393023154
17.0,54.0,90.0,60.0,53.0,28.0,93.0,77.0,95.0,568.2011313327198
49.0,91.0,1.0,85.0,78.0,84.0,37.0,72.0,22.0,520.6870047831873
30.0,67.0,3.0,53.0,88.0,73.0,44.0,37.0,70.0,466.22299701583427
6.0,17.0,19.0,12.0,85.0,42.0,86.0,6.0,1.0,276.67539565007627
24.0,21.0,16.0,97.0,27.0,72.0,9.0,69.0,69.0,405.1667339759569
8.0,81.0,36.0,95.0,7.0,66.0,16.0,69.0,6.0,385.6646164618551
20.0,95.0,62.0,12.0,19.0,67.0,90.0,85.0,27.0,477.627162021452
91.0,31.0,45.0,78.0,65.0,31.0,65.0,95.0,23.0,523.4888916895688
22.0,80.0,92.0,56.0,84.0,95.0,56.0,85.0,84.0,655.5577682166103
77.0,30.0,59.0,85.0,78.0,90.0,23.0,33.0,85.0,560.855609931548
23.0,40.0,85.0,1.0,51.0,69.0,98.0,83.0,48.0,498.0086994196501
99.0,96.0,90.0,100.0,92.0,53.0,68.0,45.0,69.0,711.7348458848147
90.0,26.0,42.0,44.0,61.0,65.0,39.0,9.0,50.0,427.6966357137492
50.0,64.0,96.0,66.0,97.0,17.0,46.0,16.0,42.0,494.2383797584193
86.0,43.0,96.0,41.0,79.0,63.0,8.0,47.0,82.0,546.6819390665094
22.0,35.0,41.0,57.0,97.0,90.0,39.0,10.0,20.0,413.19606878754337
73.0,19.0,30.0,30.0,18.0,53.0,91.0,43.0,30.0,387.8546029606799
14.0,77.0,58.0,74.0,18.0,17.0,82.0,47.0,22.0,408.18743886256874
58.0,10.0,51.0,93.0,72.0,87.0,68.0,73.0,43.0,555.6527317984459
94.0,27.0,34.0,57.0,68.0,71.0,93.0,53.0,9.0,505.8837586572519
47.0,80.0,27.0,7.0,61.0,91.0,7.0,12.0,43.0,374.48024147075284
22.0,27.0,59.0,88.0,32.0,80.0,13.0,15.0,71.0,408.1254673606378
94.0,68.0,14.0,37.0,56.0,49.0,31.0,83.0,70.0,505.34542760733973
81.0,62.0,0.0,66.0,74.0,52.0,53.0,99.0,20.0,508.6767454219164
84.0,35.0,63.0,70.0,19.0,95.0,16.0,42.0,13.0,437.6042122506219
58.0,71.0,91.0,11.0,56.0,54.0,82.0,100.0,78.0,601.9253325358175
87.0,89.0,93.0,9.0,54.0,86.0,78.0,35.0,82.0,614.6242578533739
20.0,49.0,84.0,81.0,20.0,96.0,16.0,89.0,78.0,532.8613872958243
45.0,94.0,28.0,100.0,17.0,32.0,15.0,36.0,76.0,445.4041617234491
47.0,3.0,12.0,31.0,41.0,64.0,39.0,3.0,61.0,302.5411959838538
66.0,57.0,68.0,4.0,56.0,2.0,47.0,59.0,79.0,437.9299693064643
15.0,79.0,15.0,34.0,41.0,49.0,77.0,31.0,75.0,417.1870876305222
86.0,36.0,23.0,20.0,79.0,32.0,21.0,9.0,31.0,337.74300822803
23.0,37.0,36.0,68.0,40.0,52.0,8.0,14.0,23.0,302.7337686397467
49.0,99.0,22.0,35.0,56.0,94.0,100.0,49.0,16.0,519.7265360819231
100.0,26.0,40.0,50.0,61.0,52.0,56.0,74.0,43.0,503.8150201085366
2.0,65.0,59.0,74.0,57.0,2.0,41.0,24.0,30.0,354.60408861268604
6.0,5.0,96.0,53.0,58.0,9.0,97.0,20.0,73.0,417.7852250266697
86.0,2.0,39.0,2.0,11.0,13.0,15.0,0.0,89.0,256.6104541669823
81.0,69.0,30.0,61.0,51.0,93.0,97.0,19.0,62.0,563.1347674462718
73.0,86.0,75.0,32.0,59.0,65.0,6.0,61.0,28.0,485.94677301959274
52.0,23.0,9.0,7.0,92.0,24.0,96.0,22.0,49.0,375.83593117818265
84.0,88.0,25.0,69.0,66.0,89.0,31.0,49.0,97.0,599.38402399266
4.0,95.0,10.0,5.0,60.0,0.0,21.0,78.0,48.0,321.21288640175743
99.0,15.0,18.0,62.0,55.0,88.0,54.0,15.0,13.0,419.0058953142601
50.0,49.0,85.0,74.0,1.0,62.0,57.0,85.0,82.0,548.0422349945864
56.0,20.0,58.0,60.0,58.0,41.0,11.0,54.0,76.0,436.11857216603283
65.0,54.0,21.0,46.0,58.0,39.0,89.0,12.0,74.0,459.95038683198374
39.0,6.0,61.0,85.0,35.0,79.0,93.0,19.0,51.0,467.9821477650324
35.0,29.0,37.0,25.0,53.0,24.0,26.0,6.0,8.0,242.82236278872753
41.0,70.0,92.0,11.0,7.0,72.0,84.0,95.0,88.0,559.4291442898677
45.0,39.0,9.0,13.0,47.0,56.0,54.0,67.0,11.0,341.6576105041557
41.0,24.0,86.0,50.0,81.0,17.0,99.0,90.0,7.0,495.8242540651143
55.0,98.0,57.0,18.0,41.0,96.0,61.0,46.0,51.0,524.324965342683
34.0,14.0,12.0,78.0,65.0,12.0,41.0,29.0,68.0,353.69231431237847
63.0,66.0,32.0,97.0,46.0,15.0,58.0,37.0,66.0,481.3764870861055
39.0,47.0,56.0,43.0,19.0,94.0,96.0,27.0,17.0,438.96327744901726
71.0,80.0,54.0,42.0,71.0,57.0,82.0,59.0,75.0,592.4897530677463
70.0,97.0,59.0,72.0,74.0,83.0,71.0,55.0,33.0,613.4341355159971
88.0,70.0,51.0,72.0,74.0,33.0,36.0,35.0,34.0,493.11530130754807
33.0,68.0,22.0,28.0,56.0,9.0,59.0,56.0,24.0,357.1624970916894
13.0,90.0,80.0,82.0,90.0,65.0,0.0,42.0,76.0,540.4297242441473
3.0,89.0,48.0,38.0,96.0,57.0,53.0,27.0,97.0,509.2081842004381
85.0,18.0,26.0,87.0,14.0,39.0,80.0,85.0,64.0,498.7264528076239
80.0,39.0,78.0,61.0,40.0,38.0,75.0,53.0,56.0,520.7208160700537
37.0,33.0,32.0,42.0,96.0,43.0,35.0,7.0,46.0,372.7882291524834
98.0,52.0,89.0,43.0,24.0,91.0,66.0,25.0,7.0,497.91964742334756
39.0,2.0,91.0,0.0,89.0,50.0,41.0,3.0,13.0,328.4312304988381
19.0,78.0,94.0,36.0,86.0,12.0,53.0,25.0,8.0,412.2805474717988
58.0,94.0,3.0,70.0,10.0,63.0,50.0,49.0,98.0,495.5171866229027
48.0,81.0,61.0,13.0,14.0,18.0,25.0,77.0,40.0,376.57072633141047
16.0,30.0,15.0,28.0,50.0,5.0,99.0,59.0,97.0,400.3470165365575
81.0,84.0,89.0,16.0,41.0,74.0,51.0,75.0,36.0,549.75688986305
11.0,26.0,98.0,40.0,86.0,42.0,45.0,55.0,49.0,453.59643097055545
67.0,73.0,49.0,80.0,24.0,98.0,32.0,9.0,86.0,518.8042257577134
1.0,30.0,98.0,13.0,90.0,65.0,55.0,42.0,62.0,457.0938043888765
49.0,76.0,15.0,79.0,18.0,10.0,87.0,65.0,19.0,419.30953906673153
36.0,20.0,36.0,85.0,89.0,49.0,23.0,23.0,84.0,445.081890925019
72.0,45.0,54.0,45.0,91.0,53.0,51.0,8.0,14.0,431.6850493625357
12.0,86.0,6.0,67.0,84.0,82.0,8.0,15.0,96.0,457.6298526711963
66.0,29.0,94.0,80.0,88.0,58.0,79.0,98.0,28.0,621.5878846511914
26.0,68.0,1.0,80.0,47.0,1.0,41.0,29.0,3.0,297.5520655095636
75.0,5.0,56.0,55.0,9.0,100.0,67.0,71.0,94.0,532.7799703531432
23.0,2.0,3.0,79.0,63.0,92.0,76.0,80.0,18.0,436.1907683221101
47.0,46.0,2.0,16.0,7.0,7.0,42.0,27.0,24.0,218.02678342687568
12.0,13.0,31.0,32.0,99.0,89.0,67.0,74.0,87.0,504.83661104181044
4.0,3.0,49.0,66.0,31.0,74.0,63.0,100.0,59.0,450.54353874697705
30.0,70.0,98.0,55.0,35.0,22.0,87.0,44.0,26.0,467.24650224058325
42.0,39.0,45.0,21.0,25.0,36.0,19.0,44.0,45.0,316.08805135740647
17.0,81.0,15.0,35.0,40.0,72.0,22.0,50.0,50.0,383.47353097607447
53.0,33.0,100.0,68.0,65.0,19.0,92.0,40.0,66.0,536.8451430869467
6.0,4.0,92.0,4.0,42.0,11.0,50.0,3.0,50.0,262.9872820520341
36.0,72.0,29.0,0.0,12.0,6.0,92.0,10.0,66.0,324.9944255726922
31.0,8.0,70.0,89.0,0.0,6.0,66.0,82.0,39.0,392.4979288569964
23.0,52.0,0.0,43.0,83.0,16.0,85.0,73.0,6.0,383.02102562122695
96.0,65.0,72.0,15.0,68.0,39.0,91.0,91.0,14.0,552.8346496128626
11.0,86.0,60.0,46.0,69.0,93.0,57.0,25.0,0.0,447.5981326103982
37.0,97.0,6.0,35.0,90.0,35.0,1.0,73.0,23.0,398.35567592234844
99.0,35.0,76.0,65.0,5.0,97.0,2.0,2.0,74.0,456.7310211575889
68.0,5.0,51.0,30.0,20.0,58.0,10.0,92.0,71.0,406.4987940809256
11.0,51.0,67.0,17.0,50.0,95.0,73.0,26.0,63.0,455.6360098163936
10.0,9.0,17.0,82.0,98.0,77.0,16.0,9.0,58.0,376.68262381894147
24.0,83.0,6.0,65.0,14.0,7.0,19.0,7.0,96.0,322.8504175925141
81.0,76.0,36.0,28.0,24.0,28.0,3.0,96.0,44.0,415.6795462119248
3.0,98.0,77.0,78.0,25.0,36.0,90.0,22.0,11.0,439.60141802271403
9.0,75.0,98.0,50.0,81.0,62.0,34.0,43.0,37.0,489.3927427816888
47.0,98.0,53.0,5.0,75.0,2.0,55.0,2.0,80.0,417.9211694899014
93.0,69.0,25.0,23.0,45.0,65.0,35.0,30.0,12.0,398.75681033984864
26.0,15.0,17.0,65.0,51.0,2.0,46.0,99.0,15.0,337.31687616496157
29.0,46.0,81.0,0.0,94.0,45.0,81.0,78.0,66.0,519.8822248733755
71.0,43.0,96.0,50.0,84.0,93.0,83.0,34.0,84.0,640.0262196190307
96.0,59.0,13.0,34.0,54.0,26.0,58.0,61.0,25.0,426.3147086582346
66.0,16.0,83.0,81.0,38.0,80.0,30.0,82.0,38.0,514.9852114981556
28.0,55.0,32.0,8.0,98.0,66.0,69.0,93.0,14.0,466.09771542007235
93.0,45.0,58.0,32.0,93.0,71.0,59.0,69.0,40.0,562.0932516685691
39.0,61.0,18.0,65.0,32.0,16.0,70.0,78.0,49.0,429.6175249092176
87.0,35.0,66.0,13.0,94.0,61.0,12.0,74.0,85.0,530.0258368871057
57.0,86.0,78.0,40.0,75.0,44.0,61.0,78.0,44.0,564.6571424551876
66.0,65.0,80.0,21.0,79.0,82.0,0.0,46.0,50.0,490.20078230553014
49.0,46.0,18.0,38.0,60.0,25.0,53.0,77.0,24.0,390.1837659141064
